# px[AU]    py[AU]    vx[m/s]    vy[m/s]
7.224337888670423480e-01 -2.022545457991956411e-02 0.000000000000000000e+00
7.213011447982456970e-01 -4.043505120319758339e-02 0.000000000000000000e+00
7.196022904346870419e-01 -6.061290700755732341e-02 0.000000000000000000e+00
7.173378947786726023e-01 -8.074312672506286925e-02 0.000000000000000000e+00
7.145090747624850414e-01 -1.008098152751252252e-01 0.000000000000000000e+00
7.111173964608116238e-01 -1.207970904754745028e-01 0.000000000000000000e+00
7.071648759392711314e-01 -1.406890958610874931e-01 0.000000000000000000e+00
7.026539797316918579e-01 -1.604700136005900446e-01 0.000000000000000000e+00
6.975876249390584594e-01 -1.801240774991942351e-01 0.000000000000000000e+00
6.919691789433480844e-01 -1.996355860767812240e-01 0.000000000000000000e+00
6.858024587298043873e-01 -2.189889157093001526e-01 0.000000000000000000e+00
6.790917298115665135e-01 -2.381685338212205516e-01 0.000000000000000000e+00
6.718417047509671614e-01 -2.571590121163537246e-01 0.000000000000000000e+00
6.640575412722418136e-01 -2.759450398339445276e-01 0.000000000000000000e+00
6.557448399608444278e-01 -2.945114370165366480e-01 0.000000000000000000e+00
6.469096415450529269e-01 -3.128431677757274598e-01 0.000000000000000000e+00
6.375584237560560918e-01 -3.309253535415623837e-01 0.000000000000000000e+00
6.276980977632476977e-01 -3.487432862809677903e-01 0.000000000000000000e+00
6.173360041820193933e-01 -3.662824416702945007e-01 0.000000000000000000e+00
6.064799086519265803e-01 -3.835284922067391244e-01 0.000000000000000000e+00
5.951379969837105044e-01 -4.004673202431304202e-01 0.000000000000000000e+00
5.833188698742923783e-01 -4.170850309303155146e-01 0.000000000000000000e+00
5.710315371895072767e-01 -4.333679650511552683e-01 0.000000000000000000e+00
5.582854118150172296e-01 -4.493027117299456252e-01 0.000000000000000000e+00
5.450903030765341661e-01 -4.648761210009169087e-01 0.000000000000000000e+00
5.314564097311901270e-01 -4.800753162193360790e-01 0.000000000000000000e+00
5.173943125326159187e-01 -4.948877062986400399e-01 0.000000000000000000e+00
5.029149663730235753e-01 -5.093009977569709079e-01 0.000000000000000000e+00
4.880296920063368904e-01 -5.233032065564611202e-01 0.000000000000000000e+00
4.727501673571681273e-01 -5.368826697186325214e-01 0.000000000000000000e+00
4.570884184212065104e-01 -5.500280566993304143e-01 0.000000000000000000e+00
4.410568097633477680e-01 -5.627283805067073708e-01 0.000000000000000000e+00
4.246680346206702650e-01 -5.749730085459077156e-01 0.000000000000000000e+00
4.079351046181303175e-01 -5.867516731742815628e-01 0.000000000000000000e+00
3.908713391056207742e-01 -5.980544819511764976e-01 0.000000000000000000e+00
3.734903541258013382e-01 -6.088719275666124586e-01 0.000000000000000000e+00
3.558060510228649997e-01 -6.191948974334520184e-01 0.000000000000000000e+00
3.378326047031541823e-01 -6.290146829280199858e-01 0.000000000000000000e+00
3.195844515592733970e-01 -6.383229882645125031e-01 0.000000000000000000e+00
3.010762770700673996e-01 -6.471119389889625761e-01 0.000000000000000000e+00
2.823230030895341192e-01 -6.553740900789973844e-01 0.000000000000000000e+00
2.633397748384267434e-01 -6.631024336361287519e-01 0.000000000000000000e+00
2.441419476129567112e-01 -6.702904061578639494e-01 0.000000000000000000e+00
2.247450732256462691e-01 -6.769318953775091963e-01 0.000000000000000000e+00
2.051648861939864288e-01 -6.830212466601556232e-01 0.000000000000000000e+00
1.854172896931327863e-01 -6.885532689439939347e-01 0.000000000000000000e+00
1.655183412894194184e-01 -6.935232402167906818e-01 0.000000000000000000e+00
1.454842384719805537e-01 -6.979269125180801447e-01 0.000000000000000000e+00
1.253313040002477785e-01 -7.017605164583704536e-01 0.000000000000000000e+00
1.050759710855258128e-01 -7.050207652474446141e-01 0.000000000000000000e+00
8.473476842524930996e-02 -7.077048582246315833e-01 0.000000000000000000e+00
6.432430510887900132e-02 -7.098104838847532072e-01 0.000000000000000000e+00
4.386125541470890093e-02 -7.113358223942903846e-01 0.000000000000000000e+00
2.336234351712611346e-02 -7.122795475931805731e-01 0.000000000000000000e+00
2.844328124089017841e-03 -7.126408284785297198e-01 0.000000000000000000e+00
-1.767601293523258718e-02 -7.124193301674159873e-01 0.000000000000000000e+00
-3.818189815258052344e-02 -7.116152143368591476e-01 0.000000000000000000e+00
-5.865655779233598655e-02 -7.102291391399372378e-01 0.000000000000000000e+00
-7.908324933265778456e-02 -7.082622585979391205e-01 0.000000000000000000e+00
-9.944527287584932485e-02 -7.057162214693559754e-01 0.000000000000000000e+00
-1.197259865078326851e-01 -7.025931695974205748e-01 0.000000000000000000e+00
-1.399088215867165530e-01 -6.988957357388086988e-01 0.000000000000000000e+00
-1.599772979406000328e-01 -6.946270408770131022e-01 0.000000000000000000e+00
-1.799150389549574736e-01 -6.897906910247856294e-01 0.000000000000000000e+00
-1.997057865301964941e-01 -6.843907735209170395e-01 0.000000000000000000e+00
-2.193334158902764675e-01 -6.784318528274776439e-01 0.000000000000000000e+00
-2.387819502236106228e-01 -6.719189658344837390e-01 0.000000000000000000e+00
-2.580355751378556883e-01 -6.648576166797659504e-01 0.000000000000000000e+00
-2.770786529106136764e-01 -6.572537710926138477e-01 0.000000000000000000e+00
-2.958957365185297395e-01 -6.491138502705341429e-01 0.000000000000000000e+00
-3.144715834277707622e-01 -6.404447242991988531e-01 0.000000000000000000e+00
-3.327911691293985452e-01 -6.312537051263691357e-01 0.000000000000000000e+00
-3.508397004037239753e-01 -6.215485391012571803e-01 0.000000000000000000e+00
-3.686026282983219660e-01 -6.113373990914254819e-01 0.000000000000000000e+00
